EPOCH,N_EPOCH,TIME:,LR,BATCH_SIZE,N_PARAM,FRAME_LENGTH,BACKBONE,HIDDEN_SIZE,TRAIN_LOSS,VAL_LOSS,VAL_NMSE,VAL_MAIN_METRICS,VAL_REDUCTION_LEVEL,TEST_LOSS,TEST_NMSE,TEST_MAIN_METRICS,TEST_REDUCTION_LEVEL
72,100,1.29671860,0.00001563,64,34,50,linear,8,24365848097372689670340608.00000000,26503514039383815601782784.00000000,208.99112,-198.16056570,-198.64086365,23622861261461295166652416.00000000,209.40753,-198.80471591,-199.10954111
73,100,1.31433101,0.00001563,64,34,50,linear,8,24343246549456350607310848.00000000,26482507809569878849880064.00000000,208.98767,-198.15714777,-198.63744500,23604234661632866946908160.00000000,209.40408,-198.80130659,-199.10613257
74,100,1.33190890,0.00001563,64,34,50,linear,8,24330955370389327323332608.00000000,26461358617489370848952320.00000000,208.98418,-198.15370065,-198.63399689,23585469711223885905526784.00000000,209.4006,-198.79786761,-199.10269443
75,100,1.34943837,0.00001563,64,34,50,linear,8,24304188183970451394920448.00000000,26440216342937890489106432.00000000,208.98068,-198.15025204,-198.63054734,23566711678343932505227264.00000000,209.39714,-198.79442729,-199.09925491
76,100,1.36739293,0.00001563,64,34,50,linear,8,24293432686839967126650880.00000000,26419085597601456197730304.00000000,208.9772,-198.14680211,-198.62709651,23547958257149997532315648.00000000,209.39365,-198.79098562,-199.09581404
77,100,1.38455756,0.00001563,64,34,50,linear,8,24266207286681006359183360.00000000,26397961769794049547436032.00000000,208.97371,-198.14335080,-198.62364421,23529216365171108627873792.00000000,209.39017,-198.78754261,-199.09237186
78,100,1.40214178,0.00000781,64,34,50,linear,8,24263552494764664350048256.00000000,26387209623842086092537856.00000000,208.97191,-198.14175803,-198.62206079,23519796996478470688079872.00000000,209.38843,-198.78597767,-199.09080697
79,100,1.41955035,0.00000781,64,34,50,linear,8,24255156626132943067152384.00000000,26376462089576141065027584.00000000,208.97014,-198.14016497,-198.62047706,23510379933628841961979904.00000000,209.38667,-198.78441254,-199.08924193
80,100,1.43693082,0.00000781,64,34,50,linear,8,24236419557759454101372928.00000000,26365712249467186823823360.00000000,208.96835,-198.13857165,-198.61889310,23500967482465231663267840.00000000,209.38492,-198.78284719,-199.08767666
81,100,1.45435785,0.00000781,64,34,50,linear,8,24242055538724132377067520.00000000,26354971632730269437394944.00000000,208.96657,-198.13697807,-198.61730884,23491557337144630578249728.00000000,209.38315,-198.78128156,-199.08611113
82,100,1.47223767,0.00000781,64,34,50,linear,8,24218064618062950053183488.00000000,26344228710150342837272576.00000000,208.96478,-198.13538433,-198.61572447,23482147191824029493231616.00000000,209.38141,-198.77971584,-199.08454546
83,100,1.49290291,0.00000781,64,34,50,linear,8,24202872993984509233856512.00000000,26333492705099443878232064.00000000,208.96298,-198.13379031,-198.61413979,23472741658189446835601408.00000000,209.37964,-198.77814982,-199.08297948
84,100,1.51040615,0.00000781,64,34,50,linear,8,24204472858220536350638080.00000000,26322754394205535705497600.00000000,208.96121,-198.13219619,-198.61255504,23463336124554864177971200.00000000,209.3779,-198.77658367,-199.08141340
85,100,1.52769626,0.00000781,64,34,50,linear,8,24186743869833038950039552.00000000,26312023000840655173844992.00000000,208.95941,-198.13060157,-198.61096977,23453935202606299947728896.00000000,209.37613,-198.77501724,-199.07984710
86,100,1.54550767,0.00000781,64,34,50,linear,8,24173927048631907491250176.00000000,26301293913318783855886336.00000000,208.95763,-198.12900704,-198.60938461,23444534280657735717486592.00000000,209.37437,-198.77345060,-199.07828053
87,100,1.56288181,0.00000781,64,34,50,linear,8,24167774737225752973934592.00000000,26290569437482930965315584.00000000,208.95584,-198.12741215,-198.60779904,23435137970395189914632192.00000000,209.37262,-198.77188374,-199.07671368
88,100,1.58032863,0.00000781,64,34,50,linear,8,24155072990501097346957312.00000000,26279847267490087288438784.00000000,208.95404,-198.12581702,-198.60621330,23425739354289634898083840.00000000,209.37086,-198.77031675,-199.07514677
89,100,1.59802111,0.00000391,64,34,50,linear,8,24152390017310091361910784.00000000,26269122791654234397868032.00000000,208.95226,-198.12422178,-198.60462741,23416349961556116736311296.00000000,209.36911,-198.76874946,-199.07357952
90,100,1.61576536,0.00000391,64,34,50,linear,8,24134219510276522514579456.00000000,26258405233347409148379136.00000000,208.95045,-198.12262614,-198.60304114,23406958262979589360844800.00000000,209.36736,-198.76718199,-199.07201210
91,100,1.63320448,0.00000391,64,34,50,linear,8,24135383998025772843401216.00000000,26247687675040583898890240.00000000,208.94867,-198.12103039,-198.60145476,23397571176089080412766208.00000000,209.3656,-198.76561430,-199.07044447
92,100,1.65052381,0.00000391,64,34,50,linear,8,24114107482928801982185472.00000000,26236977034262786290483200.00000000,208.94687,-198.11943433,-198.59986812,23388186395041580678381568.00000000,209.36383,-198.76404645,-199.06887665
93,100,1.66757405,0.00000391,64,34,50,linear,8,24115341812250870252830720.00000000,26226268699327997895770112.00000000,208.94508,-198.11783814,-198.59828125,23378801613994080943996928.00000000,209.36208,-198.76247836,-199.06730862
94,100,1.68488990,0.00000391,64,34,50,linear,8,24096175525562696878522368.00000000,26215560364393209501057024.00000000,208.9433,-198.11624173,-198.59669424,23369421444632599637000192.00000000,209.36032,-198.76091001,-199.06574032
95,100,1.70234043,0.00000391,64,34,50,linear,8,24096615531249492553629696.00000000,26204854335301430320037888.00000000,208.9415,-198.11464507,-198.59510694,23360043581114127543697408.00000000,209.35857,-198.75934158,-199.06417194
96,100,1.71925228,0.00000391,64,34,50,linear,8,24075173097787646021730304.00000000,26194152917895669566406656.00000000,208.9397,-198.11304806,-198.59351933,23350665717595655450394624.00000000,209.35681,-198.75777274,-199.06260315
97,100,1.73763658,0.00000391,64,34,50,linear,8,24069170676685488093396992.00000000,26183453806332918026469376.00000000,208.93793,-198.11145099,-198.59193166,23341292465763201784479744.00000000,209.35504,-198.75620380,-199.06103423
98,100,1.75483886,0.00000391,64,34,50,linear,8,24054379011535355001176064.00000000,26172757000613175700226048.00000000,208.93613,-198.10985364,-198.59034369,23331921519773757332258816.00000000,209.35329,-198.75463461,-199.05946513
99,100,1.77234271,0.00000391,64,34,50,linear,8,24052084356968818434637824.00000000,26162064806579451801370624.00000000,208.93434,-198.10825608,-198.58875552,23322552879627322093731840.00000000,209.35153,-198.75306532,-199.05789581
